iter	RMSE
411	1.535163136
412	1.535057558
413	1.534867372
414	1.534714102
415	1.534470354
416	1.534334334
417	1.534111055
418	1.534040464
419	1.533711392
420	1.53360524
421	1.533499555
422	1.533334852
423	1.533195017
424	1.532998833
425	1.532864737
426	1.532741614
427	1.532605441
428	1.532275823
429	1.532086005
430	1.531980452
431	1.531774227
432	1.531567025
433	1.531430985
434	1.531222075
435	1.531060845
436	1.530979116
437	1.530855209
438	1.53065912
439	1.530532654
440	1.530423274
441	1.530245812
442	1.529706966
443	1.529501464
444	1.529375853
445	1.52920017
446	1.529050768
447	1.528965604
448	1.528774265
449	1.528654141
450	1.528231651
451	1.528043549
452	1.52793954
453	1.527824583
454	1.527713106
455	1.527619542
456	1.527476409
457	1.527370775
458	1.527299001
459	1.527137674
460	1.526733012
461	1.526650337
462	1.526526555
463	1.526346814
464	1.526107285
465	1.525930273
466	1.525807623
467	1.525367271
468	1.52520161
469	1.524972148
470	1.524820267
471	1.524597819
472	1.5244753
473	1.524283953
474	1.524203927
475	1.523954285
476	1.523767166
477	1.52367169
478	1.523520314
479	1.523463465
480	1.52326563
481	1.523193105
482	1.523127257
483	1.523053453
484	1.522886507
485	1.522790259
486	1.522596394
487	1.522466792
488	1.522414518
489	1.522270896
490	1.522130284
491	1.521967931
492	1.521818456
493	1.521711475
494	1.52153013
495	1.521368351
496	1.521241113
497	1.521182188
498	1.521067755
499	1.520900431
500	1.520765188
501	1.520584767
502	1.520437944
503	1.520214536
504	1.520094851
505	1.519902953
506	1.5193252
507	1.519159997
508	1.519052987
509	1.518932653
510	1.518813425
511	1.51867002
512	1.518551251
513	1.518401519
514	1.518268288
515	1.518047832
516	1.517852643
517	1.517696936
518	1.517414054
519	1.51727363
520	1.517072513
521	1.516979889
522	1.516798218
523	1.516592405
524	1.516397188
525	1.516276083
526	1.516157765
527	1.515984226
528	1.515840394
529	1.515707657
530	1.515480355
531	1.515357018
532	1.515247822
533	1.514958965
534	1.51482703
535	1.514714597
536	1.51454993
537	1.514272619
538	1.514156064
539	1.51403006
540	1.51377834
541	1.513699199
542	1.513585001
543	1.513433337
544	1.513352497
545	1.51318408
546	1.513052871
547	1.51297217
548	1.51284959
549	1.512768399
550	1.512589346
551	1.512508941
552	1.512377834
553	1.5122347
554	1.512181672
555	1.512078174
556	1.511977554
557	1.511846641
558	1.511401981
559	1.511307887
560	1.511136917
561	1.510998717
562	1.51089137
563	1.510381629
564	1.51027087
565	1.509726339
566	1.509566424
567	1.509124383
568	1.509034321
569	1.508935665
570	1.508864619
571	1.508794373
572	1.508552378
573	1.508398121
574	1.507529134
575	1.507404745
576	1.507049442
577	1.506943904
578	1.506518702
579	1.506404844
580	1.506277387
581	1.506139625
582	1.506021557
583	1.505860122
584	1.505770429
585	1.505626264
586	1.505512017
587	1.505296051
588	1.505133653
589	1.504741831
590	1.504642329
591	1.504514723
592	1.504249332
593	1.504159865
594	1.503988888
595	1.503921877
596	1.50380597
597	1.503656864
598	1.503574935
599	1.50348156
600	1.503377786
601	1.502948915
602	1.502825599
603	1.50257966
604	1.502432529
605	1.502280788
606	1.50217556
607	1.501976695
608	1.501846281
609	1.501755219
610	1.50159994
611	1.501478046
612	1.501276668
613	1.500985041
614	1.500870199
615	1.500750263
616	1.500601822
617	1.500482914
618	1.500323871
619	1.500175307
620	1.500046352
621	1.49993911
622	1.499806904
623	1.499634865
624	1.499366348
625	1.499214862
626	1.499117176
627	1.499008897
628	1.498795388
629	1.498528499
630	1.498397785
631	1.498269809
632	1.498151039
633	1.497948486
634	1.497739193
635	1.497541518
636	1.497377552
637	1.497265021
638	1.497099325
639	1.496959181
640	1.496853174
641	1.496705237
642	1.496571127
643	1.496434333
644	1.496304651
645	1.49611294
646	1.495969869
647	1.495901932
648	1.495744427
649	1.495623512
650	1.49548161
651	1.495363672
652	1.495260225
653	1.495121691
654	1.49496864
655	1.494872621
656	1.494825217
657	1.494677485
658	1.494541734
659	1.494355795
660	1.494273193
661	1.494154025
662	1.493894658
663	1.49375097
664	1.493548712
665	1.493398745
666	1.493298407
667	1.493168696
668	1.492880597
669	1.492817956
670	1.492721555
671	1.492469894
672	1.492360565
673	1.491896457
674	1.49178538
675	1.491690699
676	1.491584805
677	1.491479716
678	1.491351227
679	1.491278044
680	1.491011515
681	1.490868361
682	1.490758509
683	1.490583231
684	1.490465393
685	1.490398668
686	1.490256187
687	1.490143525
688	1.489986224
689	1.489850614
690	1.489768576
691	1.489660837
692	1.489536664
693	1.489442491
694	1.489315047
695	1.489253964
696	1.48906826
697	1.488989513
698	1.488812726
699	1.488684658
700	1.488571878
701	1.488269704
702	1.488090471
703	1.487941663
704	1.487801959
705	1.487674618
706	1.487572917
707	1.487475606
708	1.487357521
709	1.487259219
710	1.487148122
711	1.487018282
712	1.486629018
713	1.486206562
714	1.485975399
715	1.485820347
716	1.485693652
717	1.485614971
718	1.48551745
719	1.485424816
720	1.485276638
721	1.485152507
722	1.485073798
723	1.484993371
724	1.484915143
725	1.484767078
726	1.48465661
727	1.484468455
728	1.484333646
729	1.4841985
730	1.484079093
731	1.483999266
732	1.483810374
733	1.483635908
734	1.483270992
735	1.483135667
736	1.482957528
737	1.482424454
738	1.482283086
739	1.482109504
740	1.481980203
741	1.481878928
742	1.481607438
743	1.481541295
744	1.481341296
745	1.481175127
746	1.481019408
747	1.480863673
748	1.480724447
749	1.480524418
750	1.48038115
751	1.480261927
752	1.480120762
753	1.480027544
754	1.479917542
755	1.479770531
756	1.479619413
757	1.479474338
758	1.479341695
759	1.479138286
760	1.478998324
761	1.478572295
762	1.478447846
763	1.478313718
764	1.478217273
765	1.478091155
766	1.478002891
767	1.477900688
768	1.477719705
769	1.477536569
770	1.477441056
771	1.477370627
772	1.477269857
773	1.477159075
774	1.477009248
775	1.476878188
776	1.476663283
777	1.476534407
778	1.476429149
779	1.476343083
780	1.476250612
781	1.4760636
782	1.475984734
783	1.4759144
784	1.475831915
785	1.475735061
786	1.475671118
787	1.475557425
788	1.475457598
789	1.475376811
790	1.47522007
791	1.47514428
792	1.474970186
793	1.47484954
794	1.474722148
795	1.474546033
796	1.474329474
797	1.474121922
798	1.47401493
799	1.473743553
800	1.473433077
801	1.473277609
802	1.473152878
803	1.473034056
804	1.472918761
805	1.47285264
806	1.472643893
807	1.472547158
808	1.472461359
809	1.472355974
810	1.472290074
811	1.472142466
812	1.471994515
813	1.471841446
814	1.471562178
815	1.471488504
816	1.471390788
817	1.471278658
818	1.471209252
819	1.471063018
820	1.470912076
821	1.470622253
822	1.470537577
823	1.470361537
824	1.470239935
825	1.470131096
826	1.46999695
827	1.469890318
828	1.469788951
829	1.469663594
830	1.469565674
831	1.469471952
832	1.469295207
833	1.4691581
834	1.469070701
835	1.468981894
836	1.468803029
837	1.468734578
838	1.468640472
839	1.468515759
840	1.468258546
841	1.468182809
842	1.468062265
843	1.467800517
844	1.467679776
845	1.467568601
846	1.467362321
847	1.467248975
848	1.467172525
849	1.467051816
850	1.466918875
851	1.466801944
852	1.466699126
853	1.466553764
854	1.466460345
855	1.466308102
856	1.466202358
857	1.466068432
858	1.465837977
859	1.465690629
860	1.4655107
861	1.465423497
862	1.465064213
863	1.464947051
864	1.464871308
865	1.464688302
866	1.464600884
867	1.464535793
868	1.4641293
869	1.464027122
870	1.463895148
871	1.463796925
872	1.463701675
873	1.463606501
874	1.463438484
875	1.463343458
876	1.463234271
877	1.463109677
878	1.463041208
879	1.462893247
880	1.462766553
881	1.462615086
882	1.46254709
883	1.462445629
884	1.462208059
885	1.462099533
886	1.461893145
887	1.461794456
888	1.46164728
889	1.46153117
890	1.461464202
891	1.461332245
892	1.461024106
893	1.460676097
894	1.460572433
895	1.460449851
896	1.460214444
897	1.460123523
898	1.460036413
899	1.45993735
900	1.459884745
901	1.459724681
902	1.459650244
903	1.459508413
904	1.459305144
905	1.459166268
906	1.459059093
907	1.458957057
908	1.458892379
909	1.458777627
910	1.45869683
911	1.458583807
912	1.458476672
913	1.458374596
914	1.458248922
915	1.458139768
916	1.457986242
917	1.457635596
918	1.457515759
919	1.457417938
920	1.457333575
921	1.457248459
922	1.457066739
923	1.456943696
924	1.456851407
925	1.456786302
926	1.45674323
927	1.456635045
928	1.456258039
929	1.456180014
930	1.455828434
931	1.455691306
932	1.455487671
933	1.455353425
934	1.455191197
935	1.454946698
936	1.454729136
937	1.454644284
938	1.454513791
939	1.454436505
940	1.454265179
941	1.454012027
942	1.453933881
943	1.453737166
944	1.453613008
945	1.453497923
946	1.453338238
947	1.453216713
948	1.453124187
949	1.453047328
950	1.452836986
951	1.452704579
952	1.452619108
953	1.452541805
954	1.452414709
955	1.452346486
956	1.452079235
957	1.451969701
958	1.451885856
959	1.451840469
960	1.451792578
961	1.451702881
962	1.451617686
963	1.451542833
964	1.451154737
965	1.451069009
966	1.45093093
967	1.450908139
968	1.450768459
969	1.450642126
970	1.450376983
971	1.45018914
972	1.450051145
973	1.449893755
974	1.449754812
975	1.449659224
976	1.449603156
977	1.44949168
978	1.449385126
979	1.449286672
980	1.449167649
981	1.449049703
982	1.448965605
983	1.448787446
984	1.448580833
985	1.448472624
986	1.448177558
987	1.447889208
988	1.447806716
989	1.447713593
990	1.447576952
991	1.447519714
992	1.44739586
993	1.447296768
994	1.4471857
995	1.447050684
996	1.446742015
997	1.446614493
998	1.446442743
999	1.446282866
1000	1.446131767
1001	1.446026808
1002	1.44593265
1003	1.44586898
1004	1.445769616
1005	1.445607151
1006	1.445533495
1007	1.445416761
1008	1.445331027
1009	1.445218384
1010	1.445092739
1011	1.444959203
1012	1.444855585
1013	1.444795976
1014	1.444702827
1015	1.444630131
1016	1.444378561
1017	1.44430132
1018	1.444091801
1019	1.443975202
1020	1.443848526
1021	1.443773438
1022	1.443704471
1023	1.443462726
1024	1.44338552
1025	1.443262233
1026	1.443108971
1027	1.44301949
1028	1.442956112
1029	1.442771753
1030	1.442626163
1031	1.442502056
1032	1.442386336
1033	1.442271531
1034	1.442199385
1035	1.442073393
1036	1.442020641
1037	1.441913368
1038	1.441810455
1039	1.441671322
1040	1.441378477
1041	1.44128267
1042	1.441168785
1043	1.441082462
1044	1.440995798
1045	1.440860117
1046	1.440766461
1047	1.440653713
1048	1.440528763
1049	1.44039388
1050	1.440311547
1051	1.440243508
1052	1.440196156
1053	1.440122896
1054	1.440050306
1055	1.439854302
1056	1.439753261
1057	1.439664666
1058	1.439564958
1059	1.43946558
1060	1.439378229
1061	1.439297101
1062	1.439257713
1063	1.438981634
1064	1.438887771
1065	1.438809731
1066	1.43869102
1067	1.438612126
1068	1.438547038
1069	1.438453737
1070	1.43831091
1071	1.438230901
1072	1.438121913
1073	1.438004746
1074	1.437679811
1075	1.437585274
1076	1.437514746
1077	1.437210266
1078	1.437153712
1079	1.437064282
1080	1.43691137
1081	1.436798151
1082	1.436688379
1083	1.436622445
1084	1.436529862
1085	1.436441911
1086	1.436368966
1087	1.436246933
1088	1.436188316
1089	1.436101694
1090	1.435925565
1091	1.435687572
1092	1.435564215
1093	1.435435616
1094	1.43537705
1095	1.435271812
1096	1.435156691
1097	1.435055657
1098	1.434970908
1099	1.434874842
1100	1.434715364
1101	1.434633297
1102	1.434537377
1103	1.433864828
1104	1.433779164
1105	1.433671189
1106	1.433514197
1107	1.433434596
1108	1.433326173
1109	1.433221207
1110	1.433139054
1111	1.432750201
1112	1.43270556
1113	1.432588965
1114	1.43246644
1115	1.432202922
1116	1.432053974
1117	1.431943501
1118	1.431862374
1119	1.431725743
1120	1.431617952
1121	1.431479944
1122	1.431421978
1123	1.431224793
1124	1.431094449
1125	1.430983563
1126	1.430896879
1127	1.430810614
1128	1.430763289
1129	1.430666178
1130	1.430521219
1131	1.430463723
1132	1.430368539
1133	1.430299265
1134	1.430187047
1135	1.430060674
1136	1.429926243
1137	1.429842291
1138	1.429541261
1139	1.42946576
1140	1.429379239
1141	1.42927678
1142	1.429161261
1143	1.429122441
1144	1.429042426
1145	1.428960457
1146	1.428861104
1147	1.42872851
1148	1.42866365
1149	1.428586492
1150	1.428513061
1151	1.428436828
1152	1.428360845
1153	1.428258228
